GameID,Ha,pHa,La,lot_shape__A,lot_shape_symm_A,lot_shape_L_A,lot_shape_R_A,LotNumA,Hb,pHb,Lb,lot_shape__B,lot_shape_symm_B,lot_shape_L_B,lot_shape_R_B,LotNumB,Amb,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,B.1,B.2,B.3,B.4,B.5,BEASTpred.1,BEASTpred.2,BEASTpred.3,BEASTpred.4,BEASTpred.5
180,50,0.6,-8,0,0,1,0,6,52,0.4,-12,1,0,0,0,1,1,0,-13.2,1.487769319,-4,-3,-9.714285714,0.666666667,1,-1,-0.5654,-0.5636,-0.213,-0.1879,-1,-15.2,-14.2,-24.2875,0.286440678,0.283050847,0.215254237,0.2,0.186440678,0.02012,0.16092,0.19884,0.19224,0.19188
181,-9,1,-9,1,0,0,0,1,71,0.2,-20,0,0,0,1,4,0,0,7.2,36.45764666,-11,91,63.8,0.45,1,-0.603,-0.5966,0.6096,0.1985,0.2017,0,7.2,7.2,40.8,0.571186441,0.53220339,0.461016949,0.428813559,0.459322034,0.73128,0.62012,0.58008,0.5678,0.5598
182,28,1,28,1,0,0,0,1,27,0.95,-11,1,0,0,0,1,0,0,-2.9,8.281907993,-39,-1,-20,0,1,-1,-1,-1,-0.0515,-0.0463,-1,-2.9,-2.9,-3.9,0.039316239,0.022222222,0.006837607,0.005128205,0.006837607,0,0,0,0,0
183,35,0.25,-14,0,1,0,0,3,42,0.25,-14,0,0,0,1,3,0,0,1.75,3.059053231,0,10,5.75,1,1,0.2517,0.0541,0.7482,0,-0.0073,1,1.75,1.75,0,0.922689076,0.915966387,0.880672269,0.867226891,0.855462185,1,0.84396,0.77444,0.76724,0.76876
184,22,0.01,16,0,0,0,1,3,84,0.25,-9,0,0,1,0,3,0,-1,-1.81,39.64351054,-25,60,39.25,0,1,-0.5058,-0.5056,0.4998,-0.7529,-0.7528,0,-1.81,-1.81,-142.5,0.264957265,0.309401709,0.326495726,0.336752137,0.305982906,0.33956,0.33624,0.35084,0.35724,0.36664
185,7,1,7,1,0,0,0,1,18,0.99,-19,1,0,0,0,1,0,0,10.63,3.681453517,-26,11,-7.5,0,1,0.9842,0.9816,-0.0076,-0.0079,-0.0092,0,10.63,10.63,-0.74,0.779487179,0.905982906,0.935042735,0.941880342,0.958974359,0.7866,0.85992,0.9084,0.9222,0.93008
186,19,1,19,1,0,0,0,1,97,0.1,5,1,0,0,0,1,0,0,-4.8,27.6,-14,78,32,0.263157895,1,-0.807,-0.8054,0.0026,0,0,0,-4.8,-4.8,0,0.269491525,0.237288136,0.261016949,0.271186441,0.26440678,0.31528,0.26152,0.24548,0.23636,0.2356
187,-3,1,-3,1,0,0,0,1,43,0.2,-20,1,0,0,0,1,0,0,-4.4,25.2,-17,46,14.5,0.15,1,-0.5954,-0.6088,0.0112,0.2023,0.1956,0,-4.4,-4.4,25.2,0.256410256,0.215384615,0.261538462,0.252991453,0.232478632,0.36572,0.31624,0.30644,0.30756,0.30564
188,-7,1,-7,1,0,0,0,1,-4,0.01,-5,0,1,0,0,3,0,0,2.01,0.122065556,2,4,3,0.714285714,-1,1,1,1,0,0,1,2.01,2.01,0,0.834482759,0.939655172,0.984482759,0.987931034,0.99137931,1,1,1,1,1
189,2,1,2,1,0,0,0,1,4,0.75,-23,1,0,0,0,1,0,0,-4.75,11.69134295,-25,2,-11.5,0,1,0.4936,0.5042,-0.0076,-0.2532,-0.2479,0,-4.75,-4.75,-13.5,0.167521368,0.276923077,0.27008547,0.254700855,0.261538462,0.06368,0.0806,0.08724,0.08744,0.09008
190,10,1,10,1,0,0,0,1,28,0.2,-1,1,0,0,0,1,0,0,-5.2,11.6,-11,18,3.5,0,1,-0.5926,-0.5988,0.006,-0.7963,-0.7994,0,-5.2,-5.2,-46.4,0.137931034,0.201724138,0.205172414,0.201724138,0.206896552,0.12084,0.14848,0.14012,0.1422,0.14132
191,16,1,16,1,0,0,0,1,15,0.8,-12,1,0,0,0,1,0,0,-6.4,10.8,-28,-1,-14.5,0,1,-1,-1,-1,-0.1984,-0.199,-1,-6.4,-6.4,-11.2,0.049152542,0.022033898,0.008474576,0,0.006779661,0,0,0,0,0
192,10,1,10,1,0,0,0,1,59,0.01,4,1,0,0,0,1,0,0,-5.45,5.472430904,-6,49,21.5,0.4,1,-0.9792,-0.9808,-0.0128,0,0,0,-5.45,-5.45,0,0.157264957,0.126495726,0.123076923,0.133333333,0.128205128,0.2846,0.21116,0.16436,0.14644,0.13128
193,42,0.01,29,1,0,0,0,1,80,0.1,20,0,0,1,0,2,0,0,-3.13,16.7092939,-9,39,24.5,0.689655172,1,-0.7976,-0.7968,0.3346,0,0,0,-3.13,-3.13,0,0.494017094,0.413675214,0.357264957,0.347008547,0.321367521,0.45364,0.36436,0.3166,0.3114,0.30072
194,30,1,30,1,0,0,0,1,64,0.01,20,1,0,0,0,1,1,0,-9.56,4.377944723,-10,34,12,0.666666667,1,-0.5072,-0.9768,0.0048,0,0,0,0.666666667,-4.446666667,0,0.456637168,0.350442478,0.212389381,0.130973451,0.107964602,0.686,0.38208,0.2028,0.15604,0.13024
195,10,1,10,1,0,0,0,1,92,0.01,9,0,1,0,0,9,0,0,-0.1699931,8.259637256,-1,86,73.7,0.9,1,-0.9778,-0.9796,0.8008,0,0,0,-0.1699931,-0.1699931,6.53E-06,0.667826087,0.615652174,0.6,0.55826087,0.556521739,0.65648,0.56892,0.50676,0.4914,0.47504
196,19,0.8,4,1,0,0,0,1,38,0.6,-27,1,0,0,0,1,1,0,-4,25.84336666,-31,19,-6,0,1,-0.2362,0.1882,-0.0098,-0.6181,-0.4059,0,-17.83333333,-10.91666667,-52,0.157627119,0.23220339,0.447457627,0.428813559,0.427118644,0.21924,0.34448,0.36464,0.36776,0.37616
197,19,1,19,1,0,0,0,1,38,0.75,-33,0,0,0,1,4,0,0,1.25,30.99899192,-52,30,6.8,0,1,0.4954,0.5116,0.5992,-0.2523,-0.2442,0,1.25,1.25,-41,0.370689655,0.548275862,0.624137931,0.64137931,0.639655172,0.43244,0.51764,0.53448,0.54004,0.5422
198,31,0.8,-4,1,0,0,0,1,34,0.1,16,1,0,0,0,1,1,1,-6.2,-8.6,20,3,11.5,0,1,0.0344,-0.409,1,0.2017,0.1935,0,-2.333333333,-4.266666667,15.2,0.682352941,0.497478992,0.396638655,0.373109244,0.352941176,0.75464,0.5316,0.43944,0.42724,0.41004
199,76,0.5,-24,1,0,0,0,1,38,0.6,-20,0,0,1,0,3,0,0,-11.2,-21.52264057,4,-36,-3,0.833333333,1,0.004,-0.0006,0.004,0.1013,0.1021,0,-11.2,-11.2,20,0.43697479,0.378151261,0.354621849,0.324369748,0.349579832,0.18844,0.29192,0.3128,0.31248,0.30416
200,16,1,16,1,0,0,0,1,40,0.6,-15,1,0,0,0,1,0,0,2,26.94438717,-31,24,-3.5,0,1,0.2106,0.1806,0.003,-0.3947,-0.4097,0,2,2,-44,0.373109244,0.536134454,0.556302521,0.546218487,0.556302521,0.38372,0.45276,0.48164,0.49208,0.49568
201,14,1,14,1,0,0,0,1,14,1,14,0,0,0,1,2,0,0,0,1,-1,1,0,0.928571429,1,0.01,0.0084,0.01,0,0,0,0,0,0,0.435294118,0.515966387,0.522689076,0.472268908,0.401680672,0.50224,0.49616,0.49868,0.50076,0.49996
202,53,0.1,27,1,0,0,0,1,32,0.95,9,1,0,0,0,1,0,0,1.25,-2.787266215,-18,-21,-19.5,0.333333333,1,0.6978,0.7074,-1,0,0,0,1.25,1.25,0,0.574358974,0.627350427,0.652991453,0.606837607,0.586324786,0.37664,0.48656,0.54692,0.56808,0.57584
203,104,0.05,1,0,1,0,0,7,34,0.05,2,0,0,1,0,2,0,0,-2.55,-15.47217799,1,-72,-67.79166667,0.5,1,0.8982,0.9064,-0.7466,0,0,0,-2.55,-2.55,2.84E-14,0.461538462,0.468376068,0.466666667,0.452991453,0.439316239,0.12156,0.1804,0.2158,0.22512,0.23236
204,9,1,9,1,0,0,0,1,55,0.1,5,1,0,0,0,1,1,0,1,15,-4,46,21,0.555555556,1,-0.618,-0.7956,-0.0132,0,0,0,5.666666667,3.333333333,0,0.644067797,0.53220339,0.452542373,0.416949153,0.369491525,0.97332,0.94036,0.87076,0.76852,0.68612
205,36,0.05,16,0,0,1,0,6,33,0.5,-1,1,0,0,0,1,0,0,-1,11.89607994,20,-8,-5.142857143,0.047619048,1,-0.078,-0.0428,-0.5586,-0.4943,-0.4975,0,-1,-1,-61.80625,0.418803419,0.492307692,0.494017094,0.492307692,0.468376068,0.43408,0.45612,0.44236,0.4388,0.44068
206,92,0.2,9,1,0,0,0,1,26,1,26,0,1,0,0,7,0,0,0.4,-31.97525513,14,-63,-24.5,0.391304348,1,0.6088,0.6002,0.0138,0,0,0,0.4,0.4,0,0.677310924,0.714285714,0.68907563,0.650420168,0.672268908,0.55372,0.60516,0.61756,0.6156,0.62252
207,22,0.9,-41,1,0,0,0,1,14,0.99,6,1,0,0,0,1,0,0,-1.78,-18.10401005,47,-8,19.5,0,1,-0.794,-0.8038,0.0098,0.103,0.0981,0,-1.78,-1.78,12.6,0.66779661,0.486440678,0.413559322,0.410169492,0.420338983,0.532,0.41464,0.36372,0.35128,0.33404
208,6,1,6,0,0,0,1,4,116,0.25,-31,0,1,0,0,9,0,0,-0.249999884,59.07421901,-34,103,92.8,0,1,-0.5012,-0.497,0.805,-0.7506,-0.7485,0,-0.249999884,-0.249999884,-226.4999998,0.273333333,0.308333333,0.351666667,0.333333333,0.365,0.3818,0.36932,0.38824,0.39392,0.39068
209,85,0.4,-22,0,0,1,0,7,30,0.95,-2,1,0,0,0,1,0,0,7.6,-46.64441516,33,-61,-32.875,0.057142857,1,0.23,0.2166,-0.5038,0.5597,0.5536,0,7.6,7.6,140.175,0.793277311,0.768067227,0.737815126,0.71092437,0.715966387,0.70276,0.67136,0.67624,0.68076,0.68096
210,25,0.2,10,1,0,0,0,1,102,0.05,9,0,1,0,0,3,0,0,0.65,14.26949679,-1,78,61.25,0.9,1,-0.9008,-0.9032,0.5116,0,0,0,0.65,0.65,-1.42E-14,0.638983051,0.577966102,0.493220339,0.472881356,0.484745763,0.66956,0.57884,0.52088,0.49908,0.4898
211,96,0.2,3,0,1,0,0,5,59,0.5,-19,1,0,0,0,1,0,0,-1.6,1.797311925,-22,-39,-60.5,0,1,-0.3956,-0.1852,-1,-0.4984,-0.485,0,-1.6,-1.6,-117,0.431666667,0.435,0.403333333,0.358333333,0.328333333,0.198,0.30755,0.36395,0.3749,0.37805
212,-9,1,-9,1,0,0,0,1,-6,0.99,-36,0,1,0,0,9,0,0,2.7,3.3,-27,7,0,0.25,-1,0.9422,0.9439,0.507,0,0,0,2.7,2.7,-1.42E-14,0.75,0.868333333,0.928333333,0.926666667,0.948333333,0.838,0.85665,0.87125,0.87345,0.87455
213,1,1,1,1,0,0,0,1,27,0.05,1,1,0,0,0,1,1,0,1.3,5.666568627,0,26,13,1,1,0.1689,0.0474,0.4998,0,0,1,4.333333333,2.816666667,0,0.93,0.948333333,0.953333333,0.95,0.971666667,1,1,1,1,1
214,3,1,3,1,0,0,0,1,74,0.2,-20,1,0,0,0,1,0,0,-4.2,37.6,-23,71,24,0,1,-0.5862,-0.6008,0,-0.8029,-0.7955,0,-4.2,-4.2,-150.4,0.175,0.145,0.183333333,0.17,0.161666667,0.25105,0.2641,0.286,0.29855,0.2911
215,32,0.5,14,1,0,0,0,1,17,0.99,16,0,1,0,0,5,0,0,-6.01,-8.000050001,1,-13,-6,0.933333333,1,0.014,0.008,-0.0012,0,0,0,-6.01,-6.01,3.55E-15,0.131666667,0.098333333,0.121666667,0.096666667,0.106666667,0.04405,0.0606,0.05375,0.05455,0.05635
216,53,0.05,-12,0,0,0,1,7,-9,1,-9,1,0,0,0,1,0,0,-0.25,-14.71691204,3,-182,-78.625,0.75,1,0.9024,0.8888,-0.7596,-0.0496,-0.051,0,-0.25,-0.25,-18.5,0.413333333,0.456666667,0.516666667,0.53,0.551666667,0.3572,0.4652,0.53845,0.55695,0.5732
217,-6,1,-6,0,1,0,0,9,93,0.2,-35,0,0,1,0,3,0,0,-3.4,49.79750385,-25,97,66.5,0.285714286,1,-0.597,-0.5904,0.508,0.2021,0.2008,0,-3.4,-3.4,52,0.401666667,0.336666667,0.336666667,0.308333333,0.275,0.52725,0.4334,0.42395,0.41865,0.41505
218,12,1,12,1,0,0,0,1,83,0.2,-13,1,0,0,0,1,0,0,-5.8,38.4,-25,71,23,0,1,-0.5926,-0.6014,-0.0036,-0.7982,-0.7958,0,-5.8,-5.8,-153.6,0.191666667,0.173333333,0.216666667,0.208333333,0.171666667,0.24055,0.2516,0.2761,0.2809,0.28365
219,14,0.8,13,1,0,0,0,1,32,0.05,12,0,1,0,0,7,0,-1,-0.8,3.96749356,-1,21,16,0.923076923,1,-0.8944,-0.8992,0.7624,0,0,0,-0.8,-0.8,-3.55E-15,0.59,0.511666667,0.46,0.453333333,0.43,0.5951,0.504,0.43555,0.4131,0.41125
220,-8,1,-8,1,0,0,0,1,-8,1,-8,0,0,0,1,7,0,0,0,17.8325545,-6,120,28.28571429,0.571428571,1,-0.6304,-0.6221,0.2826,0.1236,0.1231,0,0,0,23.625,0.49,0.49,0.485,0.456666667,0.47,0.53665,0.44575,0.4085,0.3963,0.385
221,47,0.4,-11,1,0,0,0,1,21,0.4,1,0,0,0,1,7,0,1,-3.2,-13.4742015,12,94,25.25,0,1,0.232,0.2298,0.5056,0.593,0.6027,0,-3.2,-3.2,182.4,0.723333333,0.701666667,0.658333333,0.633333333,0.626666667,0.67975,0.63385,0.56215,0.5464,0.5345
222,61,0.2,-13,0,0,1,0,4,53,0.4,-43,0,0,1,0,3,0,0,-6.4,17.38485054,-30,-9,-15.7,0.302325581,1,-0.5352,-0.3304,-1,0.1988,0.2057,0,-6.4,-6.4,42.8,0.3,0.31,0.348333333,0.306666667,0.321666667,0.224,0.30005,0.34555,0.34155,0.3459
223,3,1,3,1,0,0,0,1,68,0.01,-1,1,0,0,0,1,0,0,-3.31,6.865413316,-4,65,30.5,0,1,-0.9768,-0.9808,0.0002,-0.9906,-0.9885,0,-3.31,-3.31,-136.62,0.143333333,0.106666667,0.138333333,0.131666667,0.121666667,0.14885,0.13215,0.11385,0.1069,0.1003
224,56,0.5,0,1,0,0,0,1,41,0.6,5,1,0,0,0,1,0,0,-1.4,-10.36367385,5,-15,-5,0,1,-0.0036,-0.01,0.0104,0.4982,0.4998,0,-1.4,-1.4,28,0.648333333,0.588333333,0.545,0.528333333,0.533333333,0.51755,0.51325,0.4939,0.48695,0.4832
225,8,0.99,5,0,0,0,1,3,8,1,8,0,1,0,0,5,0,0,0.03,-1.455422571,1,-2,0.25,0.833333333,1,0.2829,0.253,0.4174,0,0,0,0.03,0.03,1.78E-15,0.38,0.405,0.486666667,0.511666667,0.49,0.5263,0.5352,0.52705,0.52845,0.52885
226,23,1,23,1,0,0,0,1,242,0.1,2,1,0,0,0,1,0,0,3,72,-21,219,99,0.086956522,1,-0.807,-0.7936,0.0016,0,0,0,3,3,0,0.373333333,0.386666667,0.378333333,0.401666667,0.38,0.32705,0.26665,0.2491,0.2406,0.23635
227,19,1,19,1,0,0,0,1,26,0.8,-19,1,0,0,0,1,1,0,-2,18,-38,7,-15.5,0,1,-0.1016,0.6048,0.0052,-0.5505,-0.2077,0,-17.83333333,-9.916666667,-18,0.161666667,0.308333333,0.548333333,0.576666667,0.573333333,0.0622,0.18135,0.29365,0.35535,0.3947
228,0,1,0,1,0,0,0,1,7,0.05,-2,0,1,0,0,7,0,0,-1.55,1.980530232,-2,10,5.875,0,1,-0.9012,-0.8968,0.746,-0.8976,-0.9064,0,-1.55,-1.55,-10.8,0.296666667,0.175,0.115,0.101666667,0.095,0.24935,0.2316,0.2146,0.21285,0.2077
229,2,1,2,1,0,0,0,1,0,0.99,-3,0,0,0,1,4,1,0,-2.03,4.569365383,-5,9,0.5,0,1,-0.3682,-0.5026,0.0066,-0.6717,-0.7479,0,-1.5,-1.765,-21.07,0.406666667,0.333333333,0.308333333,0.241666667,0.228333333,0.347,0.27505,0.2507,0.2376,0.2266
230,24,0.75,20,1,0,0,0,1,17,0.95,7,1,0,0,0,1,0,0,-6.5,0.447398664,-13,-7,-10,0.35,1,-1,-1,-1,0,0,-1,-6.5,-6.5,0,0.121666667,0.03,0.016666667,0.005,0.005,0,0,0,0,0
231,22,0.75,10,1,0,0,0,1,29,0.75,-3,1,0,0,0,1,0,0,2,8.660254038,-13,7,-3,0,1,0.5026,0.4842,-0.0018,-0.2515,-0.2499,0,2,2,-16,0.256666667,0.378333333,0.453333333,0.523333333,0.518333333,0.4841,0.5702,0.598,0.60985,0.614
232,25,0.4,5,0,1,0,0,9,46,0.01,8,0,1,0,0,7,0,0,-4.62,-6.055763733,3,20,18.25,0.625,1,0.2246,0.1978,0.9512,0,0,0,-4.62,-4.62,0,0.461666667,0.366666667,0.295,0.298333333,0.288333333,0.4446,0.3487,0.2803,0.26105,0.24325
233,18,1,18,1,0,0,0,1,34,0.1,19,1,0,0,0,1,0,0,2.5,4.5,1,16,8.5,0.947368421,1,1,1,1,0,0,1,2.5,2.5,0,0.866666667,0.945,0.981666667,0.99,0.988333333,1,1,1,1,1
234,-8,1,-8,1,0,0,0,1,47,0.25,-17,1,0,0,0,1,1,0,7,27.71281292,-9,55,23,0.470588235,1,-0.569,-0.4948,-0.0052,0.2159,0.2528,0,4.666666667,5.833333333,32,0.695,0.635,0.566666667,0.505,0.56,0.91555,0.8079,0.73145,0.7062,0.6872
235,-8,1,-8,1,0,0,0,1,-8,0.6,-19,0,0,1,0,4,0,0,-4.4,6.452906322,-11,3,-2.5,0.421052632,-1,-0.0952,-0.1068,-0.0038,0,0,0,-4.4,-4.4,0,0.208333333,0.21,0.181666667,0.171666667,0.14,0.08745,0.09165,0.0866,0.08325,0.08475
236,15,1,15,1,0,0,0,1,43,0.01,7,0,1,0,0,3,0,0,-7.64,3.582652649,-8,29,19,0.466666667,1,-0.98,-0.9798,0.4818,0,0,0,-7.64,-7.64,-7.11E-15,0.195,0.121666667,0.088333333,0.081666667,0.061666667,0.2972,0.20215,0.1402,0.12605,0.11625
237,20,0.6,10,0,0,1,0,2,75,0.5,-49,1,0,0,0,1,1,0,-3,57.04016129,-59,54,-3.666666667,0,1,-0.3164,0.002,-0.008,-0.6524,-0.5031,0,-22.66666667,-12.83333333,-124,0.116666667,0.23,0.328333333,0.31,0.328333333,0.25635,0.36525,0.3934,0.39415,0.4048
238,31,0.05,2,0,1,0,0,9,28,0.05,14,1,0,0,0,1,1,0,11.25,-3.27708015,12,-7,-7.1,0.142857143,1,0.9022,0.9012,-0.8028,0,0,0,9.366666667,10.30833333,0,0.861666667,0.945,0.951666667,0.963333333,0.95,0.9286,0.94245,0.95925,0.9631,0.96725
239,34,0.1,30,0,0,1,0,5,35,0.95,-1,0,1,0,0,9,1,0,2.8,5.275453697,-9,1,3.4,0,1,0.1756,0.7764,0.708,-0.4059,-0.0489,0,-10.13333333,-3.666666667,-4,0.261666667,0.48,0.766666667,0.808333333,0.82,0.4538,0.60675,0.70325,0.7417,0.75425
240,19,1,19,1,0,0,0,1,58,0.01,16,0,0,1,0,2,0,0,-2.58,4.180143538,-3,40,25,0.842105263,1,-0.9802,-0.982,0.3372,0,0,0,-2.58,-2.58,0,0.458333333,0.381666667,0.346666667,0.323333333,0.316666667,0.4439,0.3425,0.2772,0.25355,0.2421
241,17,1,17,1,0,0,0,1,104,0.4,-42,0,0,0,1,7,0,0,-0.6,72.40883924,-59,207,93.5,0,1,-0.2136,-0.193,0.7502,-0.6109,-0.5975,0,-0.6,-0.6,-319.2,0.286666667,0.373333333,0.433333333,0.458333333,0.456666667,0.4075,0.43175,0.44115,0.44235,0.4473
242,23,1,23,1,0,0,0,1,40,0.25,17,1,0,0,0,1,0,0,-0.25,9.959292144,-6,17,5.5,0.739130435,1,-0.4778,-0.4934,0.0084,0,0,0,-0.25,-0.25,0,0.556666667,0.583333333,0.56,0.505,0.5,0.50405,0.4443,0.4382,0.44125,0.43825
243,42,0.4,4,0,0,0,1,3,19,1,19,0,0,0,1,4,1,0,-0.2,-14.09789539,12,-16,-11.5,0.25,1,0.2078,0.1954,-0.499,0,0,0,-0.3,-0.25,0,0.593333333,0.631666667,0.583333333,0.605,0.555,0.5097,0.52805,0.52635,0.51625,0.5186
244,-8,1,-8,1,0,0,0,1,-7,0.9,-29,1,0,0,0,1,0,0,-1.2,6.6,-21,1,-10,0.275862069,-1,0.7952,0.8062,0.0044,0,0,0,-1.2,-1.2,0,0.281666667,0.37,0.343333333,0.34,0.348333333,0.26615,0.30745,0.3212,0.32555,0.32925
245,24,1,24,1,0,0,0,1,71,0.1,16,1,0,0,0,1,0,0,-2.5,16.5,-8,47,19.5,0.666666667,1,-0.7928,-0.7964,0.0046,0,0,0,-2.5,-2.5,0,0.341666667,0.32,0.361666667,0.383333333,0.39,0.39555,0.319,0.29105,0.27905,0.274
246,8,1,8,1,0,0,0,1,3,0.99,-28,1,0,0,0,1,0,0,-5.31,3.084461055,-36,-5,-20.5,0,1,-1,-1,-1,-0.0113,-0.0095,-1,-5.31,-5.31,-0.72,0.055,0.018333333,0.011666667,0.006666667,0.005,0,0,0,0,0
247,26,1,26,1,0,0,0,1,22,0.9,-9,1,0,0,0,1,0,0,-7.1,9.3,-35,-4,-19.5,0,1,-1,-1,-1,-0.0974,-0.1025,-1,-7.1,-7.1,-7,0.036666667,0.013333333,0.008333333,0.01,0.011666667,0,0,0,0,0
248,-10,1,-10,1,0,0,0,1,-6,0.25,-19,0,1,0,0,3,0,0,-5.75,5.640257086,-9,5,0.75,0.526315789,-1,-0.4834,-0.51,0.505,0,0,0,-5.75,-5.75,0,0.233333333,0.198333333,0.183333333,0.153333333,0.12,0.0803,0.0698,0.0591,0.05705,0.0549
249,18,0.75,7,1,0,0,0,1,16,0.8,9,1,0,0,0,1,0,0,-0.65,-1.963139721,2,-2,0,0.777777778,1,-0.4812,-0.5026,0.0094,0,0,0,-0.65,-0.65,0,0.3,0.306666667,0.225,0.23,0.221666667,0.37065,0.3767,0.3867,0.37575,0.3783
250,19,1,19,0,0,1,0,4,78,0.1,13,1,0,0,0,1,0,0,0.5,14.91742431,5,56,29,0.615384615,1,-0.5596,-0.5768,0.5012,0,0,0,0.5,0.5,0,0.448333333,0.378333333,0.446666667,0.435,0.436666667,0.5792,0.4792,0.4337,0.4152,0.40845
251,-5,1,-5,1,0,0,0,1,138,0.2,-35,1,0,0,0,1,0,0,4.6,69.2,-30,143,56.5,0.142857143,1,-0.5958,-0.6124,0.0056,0.2015,0.2023,0,4.6,4.6,69.2,0.353333333,0.368333333,0.415,0.383333333,0.323333333,0.46125,0.38285,0.38545,0.386,0.38425
252,29,1,29,1,0,0,0,1,79,0.1,17,0,0,1,0,4,0,0,-5.8,18.65636621,-12,53,35.6,0.586206897,1,-0.8084,-0.7896,0.6066,0,0,0,-5.8,-5.8,0,0.42,0.38,0.37,0.335,0.318333333,0.4908,0.37885,0.3163,0.3029,0.29325
253,219,0.05,-21,0,1,0,0,5,-4,0.75,-15,0,0,1,0,5,0,0,2.25,-44.17169522,-9,-221,-190.1666667,0.7,1,0.801,0.8156,-1,0.2732,0.3121,0,2.25,2.25,69.025,0.483333333,0.598333333,0.666666667,0.68,0.72,0.4913,0.59425,0.67,0.6864,0.70855
254,78,0.2,17,0,1,0,0,3,214,0.25,-34,1,0,0,0,1,0,0,-1.2,82.98510097,-51,135,27.25,0,1,-0.494,-0.5058,-0.014,-0.7529,-0.751,0,-1.2,-1.2,-372,0.238333333,0.268333333,0.278333333,0.25,0.218333333,0.29475,0.2949,0.3277,0.3416,0.33745
255,0,1,0,1,0,0,0,1,-7,0.8,-15,1,0,0,0,1,0,0,-8.6,3.2,-15,-7,-11,0,0,-1,-1,-1,-1,-1,-1,-8.6,-8.6,-15,0.065,0.023333333,0.011666667,0.008333333,0.008333333,0,0,0,0,0
256,1,1,1,1,0,0,0,1,74,0.05,4,1,0,0,0,1,1,0,6.5,15.2561463,3,73,38,0.25,1,1,1,1,0,0,1,13.66666667,10.08333333,0,0.926666667,0.95,0.97,0.973333333,0.97,1,1,1,1,1
257,34,0.8,-21,0,1,0,0,3,48,0.4,4,1,0,0,0,1,0,0,-1.4,-0.453579295,25,13,5.75,0,1,0.211,0.0282,0.5032,0.1969,0.2022,0,-1.4,-1.4,27.6,0.658333333,0.581666667,0.543333333,0.531666667,0.57,0.6389,0.55855,0.5206,0.5036,0.49925
258,1,1,1,1,0,0,0,1,13,0.4,-3,1,0,0,0,1,1,0,2.4,7.838367177,-4,12,4,0,1,-0.506,-0.2074,-0.0128,-0.749,-0.6013,0,0,1.2,-19.2,0.498333333,0.533333333,0.595,0.608333333,0.583333333,0.4671,0.51925,0.56745,0.593,0.59845
259,3,0.95,-8,0,1,0,0,5,67,0.2,-13,0,1,0,0,7,1,0,0.55,29.4167343,-5,65,55.83333333,0.615384615,1,-0.2876,-0.591,0.7388,-0.5943,-0.7458,0,13.03333333,6.791666667,-124.5,0.641666667,0.52,0.435,0.373333333,0.375,0.88215,0.8368,0.7238,0.5969,0.52495
260,82,0.2,-29,1,0,0,0,1,-7,0.99,-10,1,0,0,0,1,0,0,-0.23,-44.10150377,19,-89,-35,0.344827586,1,0.6028,0.6024,-0.0116,-0.1959,-0.2021,0,-0.23,-0.23,-44.4,0.608333333,0.678333333,0.663333333,0.636666667,0.663333333,0.51255,0.5987,0.60715,0.6017,0.60735
261,28,1,28,1,0,0,0,1,69,0.4,3,0,1,0,0,3,0,0,1.4,32.33635725,-25,42,24.5,0.107142857,1,-0.2062,-0.214,0.4952,0,0,0,1.4,1.4,0,0.435,0.488333333,0.508333333,0.508333333,0.486666667,0.53205,0.50835,0.5146,0.509,0.50965
262,55,0.05,9,0,0,1,0,3,23,0.8,-17,0,1,0,0,5,0,0,3.7,5.984562181,-26,-32,-26.66666667,0,1,0.4808,0.5012,-0.8418,-0.1999,-0.1998,0,3.7,3.7,-29.6,0.371666667,0.503333333,0.58,0.625,0.593333333,0.3925,0.50615,0.5704,0.59025,0.607
263,103,0.01,9,1,0,0,0,1,29,0.75,-44,1,0,0,0,1,1,0,0.81,22.25704533,-53,-74,-63.5,0,1,-0.2044,0.4866,-1,-0.5838,-0.2504,0,-23.79333333,-11.49166667,-73.5,0.14,0.301666667,0.45,0.466666667,0.47,0.15245,0.3499,0.41195,0.42775,0.4416
264,26,0.75,-9,0,0,0,1,3,82,0.01,13,0,1,0,0,9,0,0,-3.56,-8.436316205,22,56,57.35,0,1,-0.4936,-0.495,1,0.2455,0.2434,0,-3.56,-3.56,47.5,0.603333333,0.47,0.423333333,0.388333333,0.361666667,0.6272,0.51085,0.4536,0.43035,0.4174
265,30,0.4,13,0,0,0,1,2,146,0.25,-25,0,1,0,0,5,0,1,-2.05,65.69461496,-38,117,93.16666667,0,1,-0.5016,-0.4806,0.6554,-0.743,-0.7531,0,-2.05,-2.05,-259.5,0.201666667,0.275,0.278333333,0.305,0.26,0.36745,0.3526,0.3701,0.38575,0.39095
266,-2,1,-2,1,0,0,0,1,11,0.5,-12,1,0,0,0,1,0,0,1.5,11.5,-10,13,1.5,0.166666667,1,-0.0016,-0.0086,0.0012,0.5059,0.5014,0,1.5,1.5,23,0.65,0.711666667,0.685,0.678333333,0.663333333,0.6088,0.58065,0.5918,0.5986,0.5973
